Frequency(ppm);Intensity
-52,18045;-0,0163492230330128
-52,17869;-0,11802322091857
-52,17694;0,124339021609583
-52,17519;-0,248094113517813
-52,17344;-0,424586611839973
-52,17168;-0,132017551399958
-52,16993;-0,303636676948592
-52,16818;0,0722199124738647
-52,16643;0,485872882662878
-52,16468;-0,215814271721407
-52,16292;-0,200144462692054
-52,16117;0,0884048738619362
-52,15942;-0,0250710824775067
-52,15767;-0,289001750428863
-52,15591;-0,0760608828437342
-52,15417;0,0350364521261513
-52,15242;0,401414125104217
-52,15066;-0,177972551079265
-52,14891;0,00837271783118556
-52,14716;-0,357386043706559
-52,14541;0,304254562889657
-52,14365;0,0886036013710923
-52,1419;0,0593385897372606
-52,14015;-0,114649369428821
-52,1384;0,141300897980913
-52,13665;-0,0552063726778335
-52,13489;-0,0264117872116196
-52,13314;0,120497895425923
-52,13139;-0,0330577466243544
-52,12964;-0,0892278464701716
-52,12788;0,0596834817486829
-52,12613;0,226193986424675
-52,12439;0,0200364005221616
-52,12263;-0,121359287570422
-52,12088;-0,152544490175049
-52,11913;0,320547338527387
-52,11738;-0,124280216594828
-52,11562;-0,201590333997957
-52,11387;0,12998507612116
-52,11212;0,0677877302837303
-52,11037;-0,285770192530399
-52,10862;0,305491822353319
-52,10686;0,244118889190065
-52,10511;0,0285835699302279
-52,10336;-0,0767787196642139
-52,10161;-0,17037943365168
-52,09985;0,0347382322010515
-52,0981;0,0291307890318283
-52,09636;0,116193566880434
-52,0946;-0,338337630648954
-52,09285;-0,102360357633343
-52,09109;0,0296173966594763
-52,08935;-0,481745489986732
-52,08759;-0,116650708210519
-52,08584;-0,208104056488509
-52,08409;-0,0965509874911522
-52,08234;-0,00361992806544438
-52,08059;0,358397798630007
-52,07883;0,090420687329075
-52,07708;-0,173647565776984
-52,07533;0,258658546259799
-52,07358;0,0149861027524142
-52,07182;-0,220748162010997
-52,07007;0,162152697590355
-52,06833;0,0954366532197629
-52,06657;0,159023282930464
-52,06482;0,0375960225871934
-52,06306;0,238028534480743
-52,06132;-0,172168453107411
-52,05956;0,186541730291411
-52,05781;0,0295474759648439
-52,05606;0,0743998358229899
-52,05431;-0,147118308453592
-52,05256;-0,0196617082764873
-52,0508;-0,305653530495751
-52,04905;-0,275194351447029
-52,0473;0,179044079249853
-52,04555;-0,0270111511135462
-52,04379;0,244210299431115
-52,04204;-0,0576561694316981
-52,04029;-0,0514809110655851
-52,03854;0,245033918872596
-52,03679;0,267050386512032
-52,03503;-0,128547929209835
-52,03329;0,280505211529254
-52,03153;-0,189567268071608
-52,02978;0,121373782310839
-52,02803;-0,130794384962078
-52,02628;-0,0107166298136301
-52,02452;-0,177956072653428
-52,02277;-0,0137974138256241
-52,02102;-0,261753563882067
-52,01927;0,112750864407865
-52,01752;0,25739048893978
-52,01576;-0,154311190484764
-52,01401;-0,0773618159906408
-52,01226;0,299052131661381
-52,01051;-0,0183979021525945
-52,00875;0,112555850305329
-52,007;0,308358247298745
-52,00526;0,0751360883057253
-52,0035;0,0554482520225268
-52,00175;-0,203762778912482
-52;-0,203817124441176
-51,99825;0,0477856230724204
-51,99649;0,235533261875984
-51,99474;0,365170575456618
-51,99299;0,00785623510363807
-51,99124;-0,201571543801953
-51,98949;-0,126454783337847
-51,98773;-0,148918367547313
-51,98598;-0,423924913119262
-51,98423;-0,305199528655942
-51,98248;-0,440921675921864
-51,98072;-0,21929051662582
-51,97897;0,067766796548043
-51,97723;0,497235028853602
-51,97547;-0,231251739555717
-51,97372;-0,0464193443147903
-51,97197;-0,0570384382897842
-51,97021;0,0626511074374299
-51,96846;0,0188590107424579
-51,96671;0,35031547557698
-51,96496;0,148622942147782
-51,96321;-0,274614647000289
-51,96145;0,235077943954763
-51,9597;-0,391285369588543
-51,95795;-0,221691514423189
-51,9562;0,0163033778895419
-51,95444;-0,184070255266768
-51,95269;0,0641098609081436
-51,95094;0,0853851821609298
-51,94919;-0,212130846482312
-51,94744;0,00162608089240174
-51,94568;0,190090856448479
-51,94394;-0,449610231389645
-51,94218;0,234536673610356
-51,94043;-0,0518879806852102
-51,93867;-0,0570523852554133
-51,93693;0,00936676737048507
-51,93518;0,233824541743471
-51,93342;0,0423785112578387
-51,93167;0,178447206787512
-51,92992;-0,27387710488826
-51,92817;-0,0243159008212757
-51,92641;0,0403667587207088
-51,92466;0,0720679069631363
-51,92291;0,436974640940215
-51,92116;-0,393121707454861
-51,91941;-0,128240189057421
-51,91765;0,239776804700952
-51,9159;0,210537362930907
-51,91415;0,25066918287019
-51,9124;-0,223521774141753
-51,91064;0,0604919857978162
-51,9089;0,0604073736082888
-51,90715;-0,287386277883501
-51,90539;0,263581337783303
-51,90364;0,116681366810318
-51,90189;-0,0044760692647885
-51,90014;0,166666405384186
-51,89838;-0,061812879454567
-51,89663;0,0866452135394068
-51,89488;-0,171626408009826
-51,89313;0,218277501573981
-51,89138;0,230467157747853
-51,88962;0,192910096814835
-51,88787;-0,0489188663779144
-51,88612;-0,0755661199550307
-51,88437;-0,281973427305746
-51,88261;-0,185622578125055
-51,88087;0,3454104688809
-51,87912;-0,448262237288895
-51,87736;-0,292675686901663
-51,87561;0,0111857962361082
-51,87386;-0,201211982088865
-51,87211;-0,0796364495359413
-51,87035;-0,294830133747587
-51,8686;0,0256201393778269
-51,86685;0,231251774324319
-51,8651;0,376386893492959
-51,86335;-0,0711770477845126
-51,86159;-0,134217208517056
-51,85984;-0,024122962855063
-51,85809;0,549993754804275
-51,85634;-0,145191650201621
-51,85458;-0,169469948929912
-51,85284;0,213301938741283
-51,85109;-0,198555079884811
-51,84933;0,205248783451327
-51,84758;0,36661955070373
-51,84583;-0,0240463480237473
-51,84408;0,208878953382833
-51,84232;0,0799521283649889
-51,84057;-0,0559219800885251
-51,83882;-0,25276720687654
-51,83707;-0,164381970828538
-51,83532;0,216479372354925
-51,83356;-0,0286053381223688
-51,83181;-0,12611181550638
-51,83006;0,0467832299790627
-51,82831;-0,0606224956474538
-51,82655;-0,0689654461837933
-51,82481;-0,221871641456663
-51,82306;0,2081394039098
-51,8213;0,140917479528839
-51,81955;-0,111394336861919
-51,8178;-0,0613075925032985
-51,81605;0,11060560993336
-51,81429;0,0641657312681119
-51,81254;0,229734419557637
-51,81079;-0,136679816990444
-51,80904;0,18325339078045
-51,80729;0,166762233909849
-51,80553;0,100380150097817
-51,80378;-0,211290799154589
-51,80203;0,0941692155149255
-51,80028;0,0187135772950646
-51,79852;-0,00044834013153545
-51,79677;-0,0299218559658261
-51,79502;0,178044189574089
-51,79327;0,0794959053198524
-51,79152;-0,0592087083112441
-51,78976;0,0655660005757754
-51,78802;-0,0324831235287078
-51,78626;-0,324419808205427
-51,78451;0,435329164746004
-51,78276;-0,38654453448631
-51,78101;0,180480306066896
-51,77925;0,195064874191721
-51,7775;0,335326223240398
-51,77575;-0,157562126545271
-51,774;-0,379475816125992
-51,77225;0,255407758732502
-51,77049;0,0931152855343086
-51,76874;0,18671144241257
-51,76699;-0,00863608962175052
-51,76524;0,124860068631321
-51,76348;0,182515560943563
-51,76173;-0,36849109863125
-51,75999;-0,284154577589069
-51,75823;-0,256524647400416
-51,75648;0,180959460731046
-51,75473;0,0105600052219343
-51,75298;-0,27622958502801
-51,75122;0,266758385945702
-51,74947;-0,135437045574343
-51,74772;-0,150924121288849
-51,74597;0,204785269177735
-51,74422;-0,0281807494473349
-51,74246;0,278005784343274
-51,74071;-0,12554932819265
-51,73896;-0,306289137537157
-51,73721;-0,172553287456139
-51,73545;0,0155192288199912
-51,7337;-0,111755297301009
-51,73196;-0,179664772279833
-51,7302;-0,274623017632658
-51,72845;-0,0445443430417262
-51,7267;-0,256830993773975
-51,72495;0,121244352847011
-51,72319;-0,146348435123183
-51,72144;-0,386539848346742
-51,71969;0,0796850613834751
-51,71794;-0,114791340696766
-51,71619;0,00969585604647696
-51,71443;-0,214446860387127
-51,71268;-0,0745093513498385
-51,71093;-0,373345521793353
-51,70918;0,0468945476639794
-51,70742;-0,00241104831020835
-51,70567;0,290191665209003
-51,70393;0,219110337500995
-51,70217;-0,0501932780396427
-51,70042;0,0606857634965482
-51,69867;0,0108389380114622
-51,69692;0,178420717651141
-51,69516;0,164427188532747
-51,69341;0,126242655245266
-51,69166;0,0180857048309679
-51,68991;-0,0279745901532974
-51,68816;-0,0795609251059868
-51,6864;0,155426114895717
-51,68465;0,301333484705592
-51,6829;-0,0215903042071141
-51,68115;0,42857667117781
-51,67939;0,237330470124694
-51,67764;-0,0100538761117371
-51,6759;-0,0162994545079649
-51,67414;0,224604186734216
-51,67239;0,429442968183059
-51,67064;-0,238285755215991
-51,66889;-0,0270199824870265
-51,66713;0,0171587571698035
-51,66538;0,506277027811327
-51,66363;-0,216892477870006
-51,66188;-0,200558006373402
-51,66013;-0,170815613130123
-51,65837;-0,328177176576937
-51,65662;0,0430217525594349
-51,65487;0,138359981509729
-51,65312;0,410055803775191
-51,65136;-0,256576986553165
-51,64961;-0,472186656337114
-51,64787;0,259049703455572
-51,64611;0,109205445258857
-51,64436;0,0241561001640814
-51,6426;-0,0627285559910224
-51,64085;-0,310886867501424
-51,6391;-0,469946622845894
-51,63735;-0,0804252825125939
-51,6356;0,286585577281109
-51,63385;0,38528736571848
-51,63209;-0,0693116251858734
-51,63034;-0,0704546798952017
-51,62859;-0,106814108791693
-51,62684;0,301268403168653
-51,62508;-0,076947089297055
-51,62333;0,315907031135369
-51,62158;-0,170382014040785
-51,61983;-0,286584908571128
-51,61808;0,124251976106195
-51,61632;0,329186290112532
-51,61457;-0,373124702639478
-51,61282;-0,240305775790341
-51,61107;-0,388200960032656
-51,60931;0,496781327112464
-51,60757;-0,309976189505874
-51,60582;-0,155601830767628
-51,60406;0,209109417770686
-51,60231;-0,0387778922914175
-51,60056;-0,171178062218986
-51,59881;-0,319672099530636
-51,59705;0,0117328201206536
-51,5953;-0,0937507153530743
-51,59355;-0,219555310113861
-51,5918;0,388535874448098
-51,59005;0,00659818476188717
-51,58829;-0,128534228880507
-51,58654;-0,148897098162105
-51,58479;-0,237696228038682
-51,58304;-0,0513924294929316
-51,58128;0,228541867444801
-51,57954;-0,151622548811437
-51,57779;0,147102698718208
-51,57603;0,0793411693727473
-51,57428;0,375207607426389
-51,57253;-0,287001683576168
-51,57078;-0,117563564415215
-51,56902;0,129420957715118
-51,56727;0,0655566654443142
-51,56552;0,19772516462851
-51,56377;0,114028170613381
-51,56202;0,0317179686296064
-51,56026;0,0866609714057422
-51,55851;0,00768156774438988
-51,55676;-0,00995103214879889
-51,55501;0,0899609652870001
-51,55325;-0,0731850622232597
-51,55151;0,0578746387811219
-51,54976;-0,145330518793193
-51,548;-0,113804355680886
-51,54625;-0,221058544841054
-51,5445;0,0310792001702
-51,54275;0,193822541606343
-51,54099;0,575794789805225
-51,53924;0,252297636260225
-51,53749;-0,305362353042843
-51,53574;-0,0740826030551447
-51,53399;0,207537731573196
-51,53223;0,119267984065537
-51,53048;0,218600045094433
-51,52873;-0,145049223513729
-51,52698;0,249178896935829
-51,52522;0,210586386062108
-51,52348;0,275777235307218
-51,52172;0,0742395127889743
-51,51997;-0,0687509487598393
-51,51822;-0,0152825249029252
-51,51647;-0,444289150808056
-51,51472;-0,143298621404815
-51,51296;-0,0338138994384932
-51,51121;-0,0109953282619847
-51,50946;-0,335791337704537
-51,50771;0,209455347341035
-51,50595;0,483026598974348
-51,5042;0,244894961236065
-51,50245;-0,241991311718095
-51,5007;0,0866601786764024
-51,49895;-0,158223583156965
-51,49719;0,498068626740616
-51,49545;-0,132879882451873
-51,49369;-0,306908697400802
-51,49194;-0,0533834056220633
-51,49018;0,0928207234615452
-51,48844;0,0322317409813777
-51,48669;-0,138603223400015
-51,48493;0,171391708430445
-51,48318;0,205918955866851
-51,48143;0,141250039255116
-51,47968;-0,119211488600725
-51,47792;0,0261760989646109
-51,47617;-0,220628342614135
-51,47442;0,267515966700957
-51,47267;0,0727507014020611
-51,47092;-0,054771075384504
-51,46916;0,146922053078907
-51,46741;-0,0798318022999713
-51,46566;0,0672652534658294
-51,46391;-0,471552423077131
-51,46215;0,220229792759567
-51,4604;-0,148902751203427
-51,45866;0,0081521162628754
-51,4569;0,209367143573993
-51,45515;0,0218981012084315
-51,4534;-0,0721672182154685
-51,45165;-0,0943930372009029
-51,44989;-0,143256974615426
-51,44814;0,119094094806821
-51,44639;-0,115996589623905
-51,44464;-0,144826337171385
-51,44289;0,406660443574492
-51,44113;0,139752445676096
-51,43938;0,0293449592299093
-51,43763;-0,0490209795813258
-51,43588;0,283295688228628
-51,43412;0,282038271898538
-51,43237;0,432717746876557
-51,43063;-0,241691257045539
-51,42887;0,229836990345686
-51,42712;-0,315275290025741
-51,42537;-0,35674126887138
-51,42362;0,113621318738294
-51,42186;-0,109886543280528
-51,42011;-0,214049466880227
-51,41836;-0,133545909222872
-51,41661;0,0239876291414232
-51,41486;-0,0304398583917683
-51,4131;-0,190012616131041
-51,41135;0,231078879877378
-51,4096;0,0448036793710444
-51,40785;0,0586723961909672
-51,40609;0,0378020014227369
-51,40434;0,241563248378537
-51,4026;0,063364741864074
-51,40084;0,17254541234521
-51,39909;0,124494143217812
-51,39734;0,0910689645581097
-51,39559;0,109736787237459
-51,39383;-0,0711496884734306
-51,39208;0,101062079766154
-51,39033;-0,229059708435394
-51,38858;0,232045004870459
-51,38683;0,353866496460367
-51,38507;-0,0950330208898638
-51,38332;0,384376531815618
-51,38157;0,0814535443604774
-51,37982;0,3734398190334
-51,37806;0,243412264489639
-51,37631;-0,222484967411221
-51,37457;-0,218070386865619
-51,37281;0,0914401898651863
-51,37106;-0,0943143263709826
-51,3693;0,207476743684097
-51,36756;-0,136953770855802
-51,3658;0,00238311137305079
-51,36405;0,0338194766148325
-51,3623;0,168418834145148
-51,36055;0,101113423286424
-51,3588;0,305085383662536
-51,35704;-0,0330169463288017
-51,35529;0,272574627841462
-51,35354;0,118196207961227
-51,35179;-0,0294997312486518
-51,35003;0,039870816361684
-51,34828;0,150016145352909
-51,34653;-0,0092760944560107
-51,34478;-0,251623847612008
-51,34303;-0,337102417180477
-51,34127;-0,130850593991198
-51,33953;-0,347004601740314
-51,33777;-0,1079752552909
-51,33602;-0,0220996093729988
-51,33427;0,11868465088112
-51,33252;-0,364941364827277
-51,33076;-0,368567623441567
-51,32901;-0,022027881140671
-51,32726;0,0548106341761844
-51,32551;0,0736853474493969
-51,32376;-0,074757779484061
-51,322;-0,0468602983610395
-51,32025;-0,074071879622615
-51,3185;0,0931899290511535
-51,31675;-0,127105908160147
-51,31499;-0,0333614726815119
-51,31324;-0,231547475452428
-51,31149;0,110774165200338
-51,30974;0,216074840790661
-51,30799;0,145723568467125
-51,30624;-0,343617638684289
-51,30449;0,00819460285667761
-51,30273;-0,218830605217292
-51,30098;0,0494254144284171
-51,29923;0,139302261349674
-51,29748;-0,10862911292696
-51,29572;0,0766133161160546
-51,29397;-0,248127633691809
-51,29222;-0,219018145424266
-51,29047;0,0653268644576314
-51,28872;0,265750661341823
-51,28696;-0,335556180879267
-51,28521;-0,262318730992313
-51,28346;-0,0963152151052664
-51,28171;-0,10140181529498
-51,27995;0,187902160990687
-51,27821;-0,112077908268597
-51,27645;-0,0746564379348194
-51,2747;0,189689939882295
-51,27295;0,281182102925098
-51,2712;-0,286588580358438
-51,26945;0,0190989801326063
-51,26769;-0,403219220118922
-51,26594;0,0830108565660622
-51,26419;-0,17585706245597
-51,26244;-0,216681583377147
-51,26068;0,121518972779202
-51,25893;-0,291866626594318
-51,25718;0,103806174827679
-51,25543;0,0525870553350714
-51,25368;-0,0142568805348291
-51,25192;0,136455136032338
-51,25018;-0,266915170476855
-51,24842;-0,0569889878553125
-51,24667;0,0571540985322742
-51,24492;0,135573316049415
-51,24317;-0,152939821708129
-51,24142;-0,2137230380994
-51,23966;-0,168518753127481
-51,23791;0,315572719486463
-51,23616;0,361864821769592
-51,23441;-0,0135787957654157
-51,23265;0,0927971015331172
-51,2309;-0,412021558248004
-51,22915;0,262384542418085
-51,2274;0,122796884010528
-51,22565;-0,0516345838311121
-51,22389;0,470444846218847
-51,22215;-0,0670193153951687
-51,22039;-0,276690045666225
-51,21864;-0,00739931804140123
-51,21688;-0,0438726044541579
-51,21514;-0,0105413417222406
-51,21339;-0,321599400460184
-51,21163;0,494557999235079
-51,20988;-0,230587254551785
-51,20813;0,0958004789151178
-51,20638;-0,00816849292054319
-51,20462;0,0194333229775734
-51,20287;-0,12691233792224
-51,20112;0,0156417379487408
-51,19937;0,0953573147375629
-51,19762;-0,218680337227396
-51,19586;0,0600450732899422
-51,19411;-0,0546326374654573
-51,19236;-0,297627271008435
-51,19061;0,185394075047142
-51,18885;0,0370987761485925
-51,18711;0,314740026469009
-51,18536;-0,0552502031097808
-51,1836;-0,324739314894446
-51,18185;0,0885454412435887
-51,1801;0,354723440469931
-51,17835;0,0420037803576893
-51,17659;0,0685660524267681
-51,17484;-0,350974229769669
-51,17309;0,50835063036745
-51,17134;0,174650406405117
-51,16959;-0,133376366480657
-51,16783;0,369858910180076
-51,16608;-0,153097462312005
-51,16433;0,163168984946165
-51,16258;-0,120683868114859
-51,16082;0,0530656573197115
-51,15908;-0,0549494311296577
-51,15733;0,155693648006746
-51,15557;-0,209848256323172
-51,15382;-0,040313359608962
-51,15207;-0,119525132611791
-51,15032;0,242553657172693
-51,14856;0,042332943294757
-51,14681;-0,170223643823181
-51,14506;-0,0912724736545979
-51,14331;0,0300516746928495
-51,14156;-0,0779847142495307
-51,1398;-0,28010508091349
-51,13805;0,139348491103332
-51,1363;0,125060942175399
-51,13455;0,0277585585478494
-51,13279;-0,0571600938299143
-51,13104;0,0495736891594099
-51,1293;-0,0884131169566129
-51,12754;-0,00704404506308322
-51,12579;-0,364735493157846
-51,12403;0,105037364196954
-51,12229;-0,0990374524282528
-51,12053;0,101718295747579
-51,11878;-0,0196293003398511
-51,11703;0,168312199197684
-51,11528;0,0105419976362829
-51,11353;0,103817454394661
-51,11177;-0,277105955531648
-51,11002;-0,163525047153362
-51,10827;-0,0674399802561043
-51,10652;-0,0163849922343862
-51,10476;0,156317183398817
-51,10301;0,261944573377364
-51,10126;-0,222110705620407
-51,09951;-0,496314366235374
-51,09776;0,0645940738800569
-51,096;-0,237729148808885
-51,09426;-0,345418629165313
-51,0925;0,289951901395548
-51,09075;0,221007304087193
-51,089;-0,243758782699752
-51,08725;-0,00222522703323026
-51,08549;0,146039297036631
-51,08374;0,060733068200539
-51,08199;0,0486060746497467
-51,08024;0,341606372698331
-51,07849;0,144747888084031
-51,07673;0,00270557917009201
-51,07498;0,373111371962462
-51,07323;-0,281971403965987
-51,07148;0,258698830784763
-51,06973;0,262801325308675
-51,06797;0,0969702373437933
-51,06623;0,292573821862824
-51,06447;-0,179235162793202
-51,06272;0,0153733142690881
-51,06097;0,304041829990882
-51,05922;-0,16694098637675
-51,05746;0,0593462034003645
-51,05571;0,250878976611735
-51,05396;-0,227228409269571
-51,05221;-0,305874749757972
-51,05046;0,338962812308796
-51,0487;0,150066092159919
-51,04695;0,0276122371798515
-51,0452;0,0773641466472428
-51,04345;0,231337836186689
-51,04169;-0,0291871620591577
-51,03994;0,184754784268602
-51,0382;-0,391308921766997
-51,03644;-0,0283476013932278
-51,03469;0,131942732537536
-51,03294;0,272644522824833
-51,03119;-0,406111487086792
-51,02943;0,12515711442551
-51,02768;0,303911469476951
-51,02593;-0,0633628691063036
-51,02418;0,156234509905298
-51,02243;-0,0178270063802636
-51,02067;-0,53429396928244
-51,01892;0,0307046157568411
-51,01717;-0,244155136987093
-51,01542;-0,0778266947432525
-51,01366;-0,0392531350681691
-51,01191;0,292399138035829
-51,01017;0,0989224323378601
-51,00841;0,0846450823950018
-51,00666;-0,0105186613810409
-51,00491;0,18177949939165
-51,00316;-0,033625311290941
-51,0014;0,0278857509628823
-50,99965;0,374118882137906
-50,9979;-0,286333499466621
-50,99615;-0,107282603278648
-50,9944;-0,0474188231455421
-50,99264;0,114338334416934
-50,99089;-0,00143800947295221
-50,98914;-0,0811181412390277
-50,98739;0,142878223917669
-50,98563;0,307949385866487
